"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2014 00h15";132;0;12;0;2;0;
"01-01-2014 00h30";119;0;6;0;2;0;
"01-01-2014 00h45";104;0;2;0;5;0;
"01-01-2014 01h00";116;0;5;0;4;0;
"01-01-2014 01h15";115;0;6;0;4;0;
"01-01-2014 01h30";122;0;14;0;1;0;
"01-01-2014 01h45";119;0;15;0;2;0;
"01-01-2014 02h00";113;0;14;0;1;0;
"01-01-2014 02h15";118;0;16;0;1;0;
"01-01-2014 02h30";113;0;15;0;0;0;
"01-01-2014 02h45";122;0;12;0;1;0;
"01-01-2014 03h00";111;0;15;0;1;0;
"01-01-2014 03h15";98;0;12;0;2;0;
"01-01-2014 03h30";118;0;9;0;2;0;
"01-01-2014 03h45";112;0;10;0;2;0;
"01-01-2014 04h00";125;0;14;0;0;0;
"01-01-2014 04h15";126;0;9;0;2;0;
"01-01-2014 04h30";115;0;12;0;1;0;
"01-01-2014 04h45";127;0;14;0;0;0;
"01-01-2014 05h00";127;0;9;0;2;0;
"01-01-2014 05h15";117;0;4;0;5;0;
"01-01-2014 05h30";102;0;9;0;2;0;
"01-01-2014 05h45";115;0;7;0;2;0;
"01-01-2014 06h00";120;0;6;0;3;0;
"01-01-2014 06h15";134;0;19;0;0;0;
"01-01-2014 06h30";146;0;22;0;1;0;
"01-01-2014 06h45";135;0;22;0;1;0;
"01-01-2014 07h00";142;0;26;0;0;0;
"01-01-2014 07h15";155;0;24;0;2;0;
"01-01-2014 07h30";182;0;30;0;0;0;
"01-01-2014 07h45";159;0;23;0;0;0;
"01-01-2014 08h00";170;0;28;0;0;0;
"01-01-2014 08h15";157;0;29;0;1;0;
"01-01-2014 08h30";172;0;21;0;0;0;
"01-01-2014 08h45";145;0;7;0;4;0;
"01-01-2014 09h00";147;0;8;0;4;0;
"01-01-2014 09h15";149;0;11;0;3;0;
"01-01-2014 09h30";150;0;19;0;2;0;
"01-01-2014 09h45";154;0;17;0;2;0;
"01-01-2014 10h00";167;0;21;0;1;0;
"01-01-2014 10h15";172;0;26;0;1;0;
"01-01-2014 10h30";164;0;13;0;3;0;
"01-01-2014 10h45";162;0;26;0;0;0;
"01-01-2014 11h00";169;0;15;0;1;0;
"01-01-2014 11h15";158;0;25;0;1;0;
"01-01-2014 11h30";156;0;18;0;1;0;
"01-01-2014 11h45";161;0;28;0;1;0;
"01-01-2014 12h00";164;0;15;0;1;0;
"01-01-2014 12h15";159;0;39;0;0;0;
"01-01-2014 12h30";156;0;31;0;1;0;
"01-01-2014 12h45";154;0;18;0;2;0;
"01-01-2014 13h00";159;0;31;0;1;0;
"01-01-2014 13h15";158;0;31;0;0;0;
"01-01-2014 13h30";155;0;9;0;3;0;
"01-01-2014 13h45";145;0;15;0;2;0;
"01-01-2014 14h00";150;0;32;0;0;0;
"01-01-2014 14h15";152;0;33;0;0;0;
"01-01-2014 14h30";158;0;37;0;0;0;
"01-01-2014 14h45";156;0;27;0;1;0;
"01-01-2014 15h00";144;0;29;0;1;0;
"01-01-2014 15h15";164;0;10;0;2;0;
"01-01-2014 15h30";172;0;17;0;0;0;
"01-01-2014 15h45";155;0;7;0;3;0;
"01-01-2014 16h00";141;0;22;0;0;0;
"01-01-2014 16h15";171;0;40;0;0;0;
"01-01-2014 16h30";162;0;16;0;3;0;
"01-01-2014 16h45";141;0;26;0;0;0;
"01-01-2014 17h00";165;0;14;0;1;0;
"01-01-2014 17h15";144;0;12;0;1;0;
"01-01-2014 17h30";161;0;29;0;0;0;
"01-01-2014 17h45";153;0;8;0;3;0;
"01-01-2014 18h00";151;0;27;0;0;0;
"01-01-2014 18h15";159;0;7;0;2;0;
"01-01-2014 18h30";153;0;4;0;3;0;
"01-01-2014 18h45";146;0;20;0;1;0;
"01-01-2014 19h00";168;0;15;0;1;0;
"01-01-2014 19h15";155;0;28;0;0;0;
"01-01-2014 19h30";133;0;22;0;0;0;
"01-01-2014 19h45";156;0;11;0;2;0;
"01-01-2014 20h00";154;0;38;0;0;0;
"01-01-2014 20h15";159;0;35;0;0;0;
"01-01-2014 20h30";162;0;21;0;0;0;
"01-01-2014 20h45";149;0;8;0;2;0;
"01-01-2014 21h00";156;0;10;0;2;0;
"01-01-2014 21h15";117;0;16;0;2;0;
"01-01-2014 21h30";120;0;12;0;1;0;
"01-01-2014 21h45";120;0;11;0;1;0;
"01-01-2014 22h00";121;0;5;0;3;0;
"01-01-2014 22h15";133;0;18;0;3;0;
"01-01-2014 22h30";130;0;6;0;2;0;
"01-01-2014 22h45";122;0;5;0;3;0;
"01-01-2014 23h00";120;0;9;0;2;0;
"01-01-2014 23h15";131;0;9;0;2;0;
"01-01-2014 23h30";126;0;14;0;0;0;
"01-01-2014 23h45";116;0;11;0;1;0;
"01-01-2014 00h00";122;0;10;0;3;0;
"02-01-2014 00h15";126;0;5;0;3;0;
"02-01-2014 00h30";120;0;7;0;3;0;
"02-01-2014 00h45";114;0;10;0;2;0;
"02-01-2014 01h00";125;0;7;0;3;0;
"02-01-2014 01h15";133;0;8;0;1;0;
"02-01-2014 01h30";124;0;14;0;1;0;
"02-01-2014 01h45";115;0;7;0;2;0;
"02-01-2014 02h00";111;0;8;0;2;0;
"02-01-2014 02h15";118;0;7;0;2;0;
"02-01-2014 02h30";123;0;7;0;3;0;
"02-01-2014 02h45";114;0;4;0;4;0;
"02-01-2014 03h00";121;0;7;0;2;0;
"02-01-2014 03h15";116;0;8;0;2;0;
"02-01-2014 03h30";111;0;21;0;0;0;
"02-01-2014 03h45";107;0;6;0;3;0;
"02-01-2014 04h00";112;0;8;0;2;0;
"02-01-2014 04h15";136;0;25;0;1;0;
"02-01-2014 04h30";126;0;7;0;2;0;
"02-01-2014 04h45";132;0;8;0;2;0;
"02-01-2014 05h00";136;0;13;0;0;0;
"02-01-2014 05h15";133;0;9;0;1;0;
"02-01-2014 05h30";157;0;17;0;0;0;
"02-01-2014 05h45";143;0;16;0;2;0;
"02-01-2014 06h00";172;0;21;0;1;0;
"02-01-2014 06h15";233;0;41;0;0;0;
"02-01-2014 06h30";226;0;45;0;0;0;
"02-01-2014 06h45";211;0;27;0;0;0;
"02-01-2014 07h00";177;0;36;0;0;0;
"02-01-2014 07h15";213;0;46;0;0;0;
"02-01-2014 07h30";257;0;53;0;0;0;
