"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2014 00h15";70;0;8;0;0;0;
"01-01-2014 00h30";66;0;6;0;1;0;
"01-01-2014 00h45";60;0;3;0;2;0;
"01-01-2014 01h00";62;0;5;0;1;0;
"01-01-2014 01h15";59;0;5;0;3;0;
"01-01-2014 01h30";62;0;4;0;2;0;
"01-01-2014 01h45";61;0;5;0;1;0;
"01-01-2014 02h00";61;0;4;0;2;0;
"01-01-2014 02h15";59;0;4;0;2;0;
"01-01-2014 02h30";66;0;9;0;0;0;
"01-01-2014 02h45";60;0;4;0;2;0;
"01-01-2014 03h00";62;0;5;0;1;0;
"01-01-2014 03h15";61;0;5;0;1;0;
"01-01-2014 03h30";61;0;4;0;2;0;
"01-01-2014 03h45";61;0;5;0;1;0;
"01-01-2014 04h00";60;0;3;0;2;0;
"01-01-2014 04h15";61;0;4;0;2;0;
"01-01-2014 04h30";59;0;3;0;3;0;
"01-01-2014 04h45";60;0;3;0;2;0;
"01-01-2014 05h00";60;0;4;0;2;0;
"01-01-2014 05h15";59;0;3;0;2;0;
"01-01-2014 05h30";60;0;3;0;2;0;
"01-01-2014 05h45";59;0;3;0;3;0;
"01-01-2014 06h00";65;0;3;0;2;0;
"01-01-2014 06h15";64;0;5;0;2;0;
"01-01-2014 06h30";61;0;4;0;1;0;
"01-01-2014 06h45";60;0;4;0;3;0;
"01-01-2014 07h00";60;0;3;0;2;0;
"01-01-2014 07h15";61;0;4;0;2;0;
"01-01-2014 07h30";58;0;3;0;4;0;
"01-01-2014 07h45";61;0;3;0;2;0;
"01-01-2014 08h00";62;0;4;0;3;0;
"01-01-2014 08h15";62;0;4;0;2;0;
"01-01-2014 08h30";63;0;4;0;2;0;
"01-01-2014 08h45";68;0;4;0;3;0;
"01-01-2014 09h00";73;0;6;0;2;0;
"01-01-2014 09h15";72;0;4;0;3;0;
"01-01-2014 09h30";76;0;5;0;1;0;
"01-01-2014 09h45";72;0;5;0;3;0;
"01-01-2014 10h00";72;0;4;0;1;0;
"01-01-2014 10h15";72;0;6;0;2;0;
"01-01-2014 10h30";71;0;5;0;2;0;
"01-01-2014 10h45";73;0;6;0;1;0;
"01-01-2014 11h00";70;0;5;0;2;0;
"01-01-2014 11h15";72;0;4;0;2;0;
"01-01-2014 11h30";72;0;6;0;2;0;
"01-01-2014 11h45";71;0;3;0;2;0;
"01-01-2014 12h00";76;0;4;0;2;0;
"01-01-2014 12h15";79;0;7;0;2;0;
"01-01-2014 12h30";77;0;7;0;1;0;
"01-01-2014 12h45";72;0;4;0;3;0;
"01-01-2014 13h00";71;0;4;0;2;0;
"01-01-2014 13h15";73;0;4;0;3;0;
"01-01-2014 13h30";74;0;4;0;2;0;
"01-01-2014 13h45";74;0;6;0;2;0;
"01-01-2014 14h00";71;0;4;0;3;0;
"01-01-2014 14h15";76;0;6;0;1;0;
"01-01-2014 14h30";70;0;4;0;3;0;
"01-01-2014 14h45";73;0;4;0;3;0;
"01-01-2014 15h00";78;0;8;0;1;0;
"01-01-2014 15h15";76;0;6;0;1;0;
"01-01-2014 15h30";71;0;5;0;3;0;
"01-01-2014 15h45";75;0;7;0;3;0;
"01-01-2014 16h00";76;0;5;0;2;0;
"01-01-2014 16h15";78;0;8;0;1;0;
"01-01-2014 16h30";74;0;5;0;2;0;
"01-01-2014 16h45";71;0;4;0;2;0;
"01-01-2014 17h00";72;0;5;0;2;0;
"01-01-2014 17h15";71;0;3;0;3;0;
"01-01-2014 17h30";75;0;7;0;2;0;
"01-01-2014 17h45";73;0;4;0;2;0;
"01-01-2014 18h00";79;0;8;0;1;0;
"01-01-2014 18h15";76;0;6;0;1;0;
"01-01-2014 18h30";79;0;8;0;1;0;
"01-01-2014 18h45";74;0;7;0;1;0;
"01-01-2014 19h00";74;0;6;0;2;0;
"01-01-2014 19h15";72;0;4;0;3;0;
"01-01-2014 19h30";74;0;5;0;2;0;
"01-01-2014 19h45";75;0;6;0;2;0;
"01-01-2014 20h00";72;0;5;0;3;0;
"01-01-2014 20h15";72;0;4;0;2;0;
"01-01-2014 20h30";73;0;4;0;2;0;
"01-01-2014 20h45";74;0;6;0;2;0;
"01-01-2014 21h00";75;0;6;0;2;0;
"01-01-2014 21h15";73;0;4;0;2;0;
"01-01-2014 21h30";73;0;6;0;2;0;
"01-01-2014 21h45";72;0;5;0;2;0;
"01-01-2014 22h00";70;0;5;0;2;0;
"01-01-2014 22h15";67;0;6;0;1;0;
"01-01-2014 22h30";59;0;4;0;4;0;
"01-01-2014 22h45";64;0;6;0;2;0;
"01-01-2014 23h00";64;0;5;0;1;0;
"01-01-2014 23h15";60;0;3;0;3;0;
"01-01-2014 23h30";58;0;2;0;2;0;
"01-01-2014 23h45";61;0;4;0;3;0;
