"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2014 00h15";192;0;0;0;0;0;
"01-01-2014 00h30";179;0;0;0;5;0;
"01-01-2014 00h45";163;0;32;0;2;0;
"01-01-2014 01h00";147;0;34;0;0;0;
"01-01-2014 01h15";123;0;36;0;0;0;
"01-01-2014 01h30";118;0;38;0;0;0;
"01-01-2014 01h45";115;0;36;0;0;0;
"01-01-2014 02h00";117;0;34;0;0;0;
"01-01-2014 02h15";114;0;32;0;0;0;
"01-01-2014 02h30";114;0;32;0;0;0;
"01-01-2014 02h45";113;0;35;0;0;0;
"01-01-2014 03h00";113;0;34;0;0;0;
"01-01-2014 03h15";113;0;38;0;0;0;
"01-01-2014 03h30";113;0;37;0;0;0;
"01-01-2014 03h45";113;0;38;0;0;0;
"01-01-2014 04h00";115;0;37;0;0;0;
"01-01-2014 04h15";112;0;38;0;0;0;
"01-01-2014 04h30";116;0;39;0;0;0;
"01-01-2014 04h45";116;0;38;0;0;0;
"01-01-2014 05h00";117;0;38;0;0;0;
"01-01-2014 05h15";122;0;39;0;0;0;
"01-01-2014 05h30";129;0;41;0;0;0;
"01-01-2014 05h45";126;0;41;0;0;0;
"01-01-2014 06h00";120;0;36;0;0;0;
"01-01-2014 06h15";118;0;38;0;0;0;
"01-01-2014 06h30";126;0;42;0;0;0;
"01-01-2014 06h45";122;0;38;0;0;0;
"01-01-2014 07h00";125;0;39;0;0;0;
"01-01-2014 07h15";131;0;43;0;0;0;
"01-01-2014 07h30";135;0;44;0;0;0;
"01-01-2014 07h45";142;0;46;0;0;0;
"01-01-2014 08h00";140;0;44;0;0;0;
"01-01-2014 08h15";132;0;42;0;0;0;
"01-01-2014 08h30";131;0;47;0;0;0;
"01-01-2014 08h45";137;0;48;0;0;0;
"01-01-2014 09h00";133;0;46;0;0;0;
"01-01-2014 09h15";132;0;44;0;0;0;
"01-01-2014 09h30";134;0;44;0;0;0;
"01-01-2014 09h45";138;0;45;0;0;0;
"01-01-2014 10h00";133;0;41;0;0;0;
"01-01-2014 10h15";141;0;44;0;0;0;
"01-01-2014 10h30";163;0;53;0;0;0;
"01-01-2014 10h45";174;0;54;0;0;0;
"01-01-2014 11h00";164;0;53;0;0;0;
"01-01-2014 11h15";178;0;52;0;0;0;
"01-01-2014 11h30";170;0;54;0;0;0;
"01-01-2014 11h45";175;0;55;0;0;0;
"01-01-2014 12h00";171;0;53;0;0;0;
"01-01-2014 12h15";190;0;52;0;0;0;
"01-01-2014 12h30";242;0;56;0;0;0;
"01-01-2014 12h45";246;0;56;0;0;0;
"01-01-2014 13h00";251;0;56;0;0;0;
"01-01-2014 13h15";247;0;60;0;0;0;
"01-01-2014 13h30";249;0;60;0;0;0;
"01-01-2014 13h45";243;0;57;0;0;0;
"01-01-2014 14h00";239;0;59;0;0;0;
"01-01-2014 14h15";247;0;57;0;0;0;
"01-01-2014 14h30";243;0;60;0;0;0;
"01-01-2014 14h45";243;0;59;0;0;0;
"01-01-2014 15h00";243;0;66;0;0;0;
"01-01-2014 15h15";253;0;65;0;0;0;
"01-01-2014 15h30";245;0;61;0;0;0;
"01-01-2014 15h45";249;0;56;0;0;0;
"01-01-2014 16h00";247;0;57;0;0;0;
"01-01-2014 16h15";248;0;57;0;0;0;
"01-01-2014 16h30";247;0;58;0;0;0;
"01-01-2014 16h45";247;0;59;0;0;0;
"01-01-2014 17h00";255;0;64;0;0;0;
